#            Cell,              Row,           Column,     Xcenter (cm),     Ycenter (cm)
            1354,               54,               22,           44.783,           86.727
            1355,               54,               23,           49.075,           86.727
            1356,               55,                0,          -50.792,           91.019
            1357,               55,                1,          -46.500,           91.019
            1358,               55,                2,          -42.207,           91.019
            1359,               55,                3,          -37.752,           91.019
            1360,               55,                4,          -33.459,           91.019
            1361,               55,                5,          -29.167,           91.019
            1362,               55,                6,          -24.712,           91.019
            1363,               55,                7,          -20.419,           91.019
            1364,               55,                8,          -16.127,           91.019
            1365,               55,                9,          -11.671,           91.019
            1366,               55,               10,           -7.379,           91.019
            1367,               55,               11,           -3.086,           91.019
            1368,               55,               12,            1.369,           91.019
            1369,               55,               13,            5.662,           91.019
            1370,               55,               14,            9.954,           91.019
            1371,               55,               15,           14.409,           91.019
            1372,               55,               16,           18.702,           91.019
            1373,               55,               17,           22.995,           91.019
            1374,               55,               18,           27.450,           91.019
            1375,               55,               19,           31.742,           91.019
            1376,               55,               20,           36.035,           91.019
            1377,               55,               21,           40.490,           91.019
            1378,               55,               22,           44.783,           91.019
            1379,               55,               23,           49.075,           91.019
            1380,               56,                0,          -50.792,           95.312
            1381,               56,                1,          -46.500,           95.312
            1382,               56,                2,          -42.207,           95.312
            1383,               56,                3,          -37.752,           95.312
            1384,               56,                4,          -33.459,           95.312
            1385,               56,                5,          -29.167,           95.312
            1386,               56,                6,          -24.712,           95.312
            1387,               56,                7,          -20.419,           95.312
            1388,               56,                8,          -16.127,           95.312
            1389,               56,                9,          -11.671,           95.312
            1390,               56,               10,           -7.379,           95.312
            1391,               56,               11,           -3.086,           95.312
            1392,               56,               12,            1.369,           95.312
            1393,               56,               13,            5.662,           95.312
            1394,               56,               14,            9.954,           95.312
            1395,               56,               15,           14.409,           95.312
            1396,               56,               16,           18.702,           95.312
            1397,               56,               17,           22.995,           95.312
            1398,               56,               18,           27.450,           95.312
            1399,               56,               19,           31.742,           95.312
            1400,               56,               20,           36.035,           95.312
            1401,               56,               21,           40.490,           95.312
            1402,               56,               22,           44.783,           95.312
            1403,               56,               23,           49.075,           95.312
            1404,               57,                0,          -56.502,           99.605
            1405,               57,                1,          -52.210,           99.605
            1406,               57,                2,          -47.917,           99.605
            1407,               57,                3,          -43.462,           99.605
            1408,               57,                4,          -39.169,           99.605
            1409,               57,                5,          -34.877,           99.605
            1410,               57,                6,          -30.422,           99.605
            1411,               57,                7,          -26.129,           99.605
            1412,               57,                8,          -21.836,           99.605
            1413,               57,                9,          -17.381,           99.605
            1414,               57,               10,          -13.089,           99.605
            1415,               57,               11,           -8.796,           99.605
            1416,               57,               12,           -4.341,           99.605
            1417,               57,               13,           -0.048,           99.605
            1418,               57,               14,            4.244,           99.605
            1419,               57,               15,            8.699,           99.605
            1420,               57,               16,           12.992,           99.605
            1421,               57,               17,           17.285,           99.605
            1422,               57,               18,           21.740,           99.605
            1423,               57,               19,           26.032,           99.605
            1424,               57,               20,           30.325,           99.605
            1425,               57,               21,           34.780,           99.605
            1426,               57,               22,           39.073,           99.605
            1427,               57,               23,           43.365,           99.605
            1428,               58,                0,          -56.502,          103.897
            1429,               58,                1,          -52.210,          103.897
            1430,               58,                2,          -47.917,          103.897
            1431,               58,                3,          -43.462,          103.897
            1432,               58,                4,          -39.169,          103.897
            1433,               58,                5,          -34.877,          103.897
            1434,               58,                6,          -30.422,          103.897
            1435,               58,                7,          -26.129,          103.897
            1436,               58,                8,          -21.836,          103.897
            1437,               58,                9,          -17.381,          103.897
            1438,               58,               10,          -13.089,          103.897
            1439,               58,               11,           -8.796,          103.897
            1440,               58,               12,           -4.341,          103.897
            1441,               58,               13,           -0.048,          103.897
            1442,               58,               14,            4.244,          103.897
            1443,               58,               15,            8.699,          103.897
            1444,               58,               16,           12.992,          103.897
            1445,               58,               17,           17.285,          103.897
            1446,               58,               18,           21.740,          103.897
            1447,               58,               19,           26.032,          103.897
            1448,               58,               20,           30.325,          103.897
            1449,               58,               21,           34.780,          103.897
            1450,               58,               22,           39.073,          103.897
            1451,               58,               23,           43.365,          103.897
            1452,               59,                0,          -56.502,          108.190
            1453,               59,                1,          -52.210,          108.190
            1454,               59,                2,          -47.917,          108.190
            1455,               59,                3,          -43.462,          108.190
            1456,               59,                4,          -39.169,          108.190
            1457,               59,                5,          -34.877,          108.190
            1458,               59,                6,          -30.422,          108.190
            1459,               59,                7,          -26.129,          108.190
            1460,               59,                8,          -21.836,          108.190
            1461,               59,                9,          -17.381,          108.190
            1462,               59,               10,          -13.089,          108.190
            1463,               59,               11,           -8.796,          108.190
            1464,               59,               12,           -4.341,          108.190
            1465,               59,               13,           -0.048,          108.190
            1466,               59,               14,            4.244,          108.190
            1467,               59,               15,            8.699,          108.190
            1468,               59,               16,           12.992,          108.190
            1469,               59,               17,           17.285,          108.190
            1470,               59,               18,           21.740,          108.190
            1471,               59,               19,           26.032,          108.190
            1472,               59,               20,           30.325,          108.190
            1473,               59,               21,           34.780,          108.190
            1474,               59,               22,           39.073,          108.190
            1475,               59,               23,           43.365,          108.190
            1476,               60,                0,          -52.062,          112.482
            1477,               60,                1,          -47.770,          112.482
            1478,               60,                2,          -43.477,          112.482
            1479,               60,                3,          -39.022,          112.482
            1480,               60,                4,          -34.729,          112.482
            1481,               60,                5,          -30.437,          112.482
            1482,               60,                6,          -25.982,          112.482
            1483,               60,                7,          -21.689,          112.482
            1484,               60,                8,          -17.397,          112.482
            1485,               60,                9,          -12.941,          112.482
            1486,               60,               10,           -8.649,          112.482
            1487,               60,               11,           -4.356,          112.482
            1488,               60,               12,            0.099,          112.482
            1489,               60,               13,            4.392,          112.482
            1490,               60,               14,            8.684,          112.482
            1491,               60,               15,           13.139,          112.482
            1492,               60,               16,           17.432,          112.482
            1493,               60,               17,           21.725,          112.482
            1494,               60,               18,           26.180,          112.482
            1495,               60,               19,           30.472,          112.482
            1496,               60,               20,           34.765,          112.482
            1497,               61,                0,          -52.062,          116.775
            1498,               61,                1,          -47.770,          116.775
            1499,               61,                2,          -43.477,          116.775
            1500,               61,                3,          -39.022,          116.775
            1501,               61,                4,          -34.729,          116.775
            1502,               61,                5,          -30.437,          116.775
            1503,               61,                6,          -25.982,          116.775
            1504,               61,                7,          -21.689,          116.775
            1505,               61,                8,          -17.397,          116.775
            1506,               61,                9,          -12.941,          116.775
            1507,               61,               10,           -8.649,          116.775
            1508,               61,               11,           -4.356,          116.775
            1509,               61,               12,            0.099,          116.775
            1510,               61,               13,            4.392,          116.775
            1511,               61,               14,            8.684,          116.775
            1512,               61,               15,           13.139,          116.775
            1513,               61,               16,           17.432,          116.775
            1514,               61,               17,           21.725,          116.775
            1515,               61,               18,           26.180,          116.775
            1516,               61,               19,           30.472,          116.775
            1517,               61,               20,           34.765,          116.775
            1518,               62,                0,          -52.062,          121.067
            1519,               62,                1,          -47.770,          121.067
            1520,               62,                2,          -43.477,          121.067
            1521,               62,                3,          -39.022,          121.067
            1522,               62,                4,          -34.729,          121.067
            1523,               62,                5,          -30.437,          121.067
            1524,               62,                6,          -25.982,          121.067
            1525,               62,                7,          -21.689,          121.067
            1526,               62,                8,          -17.397,          121.067
            1527,               62,                9,          -12.941,          121.067
            1528,               62,               10,           -8.649,          121.067
            1529,               62,               11,           -4.356,          121.067
            1530,               62,               12,            0.099,          121.067
            1531,               62,               13,            4.392,          121.067
            1532,               62,               14,            8.684,          121.067
            1533,               62,               15,           13.139,          121.067
            1534,               62,               16,           17.432,          121.067
            1535,               62,               17,           21.725,          121.067
            1536,               62,               18,           26.180,          121.067
            1537,               62,               19,           30.472,          121.067
            1538,               62,               20,           34.765,          121.067
            1539,               63,                0,          -56.502,          125.360
            1540,               63,                1,          -52.210,          125.360
            1541,               63,                2,          -47.917,          125.360
            1542,               63,                3,          -43.462,          125.360
            1543,               63,                4,          -39.169,          125.360
            1544,               63,                5,          -34.877,          125.360
            1545,               63,                6,          -30.422,          125.360
            1546,               63,                7,          -26.129,          125.360
            1547,               63,                8,          -21.836,          125.360
            1548,               63,                9,          -17.381,          125.360
            1549,               63,               10,          -13.089,          125.360
            1550,               63,               11,           -8.796,          125.360
            1551,               63,               12,           -4.341,          125.360
            1552,               63,               13,           -0.048,          125.360
            1553,               63,               14,            4.244,          125.360
            1554,               63,               15,            8.699,          125.360
            1555,               63,               16,           12.992,          125.360
            1556,               63,               17,           17.285,          125.360
            1557,               63,               18,           21.740,          125.360
            1558,               63,               19,           26.032,          125.360
            1559,               63,               20,           30.325,          125.360
            1560,               64,                0,          -56.502,          129.653
            1561,               64,                1,          -52.210,          129.653
            1562,               64,                2,          -47.917,          129.653
            1563,               64,                3,          -43.462,          129.653
            1564,               64,                4,          -39.169,          129.653
            1565,               64,                5,          -34.877,          129.653
            1566,               64,                6,          -30.422,          129.653
            1567,               64,                7,          -26.129,          129.653
            1568,               64,                8,          -21.836,          129.653
            1569,               64,                9,          -17.381,          129.653
            1570,               64,               10,          -13.089,          129.653
            1571,               64,               11,           -8.796,          129.653
            1572,               64,               12,           -4.341,          129.653
            1573,               64,               13,           -0.048,          129.653
            1574,               64,               14,            4.244,          129.653
            1575,               64,               15,            8.699,          129.653
            1576,               64,               16,           12.992,          129.653
            1577,               64,               17,           17.285,          129.653
            1578,               64,               18,           21.740,          129.653
            1579,               64,               19,           26.032,          129.653
            1580,               64,               20,           30.325,          129.653
            1581,               65,                0,          -56.502,          133.945
            1582,               65,                1,          -52.210,          133.945
            1583,               65,                2,          -47.917,          133.945
            1584,               65,                3,          -43.462,          133.945
            1585,               65,                4,          -39.169,          133.945
            1586,               65,                5,          -34.877,          133.945
            1587,               65,                6,          -30.422,          133.945
            1588,               65,                7,          -26.129,          133.945
            1589,               65,                8,          -21.836,          133.945
            1590,               65,                9,          -17.381,          133.945
            1591,               65,               10,          -13.089,          133.945
            1592,               65,               11,           -8.796,          133.945
            1593,               65,               12,           -4.341,          133.945
            1594,               65,               13,           -0.048,          133.945
            1595,               65,               14,            4.244,          133.945
            1596,               65,               15,            8.699,          133.945
            1597,               65,               16,           12.992,          133.945
            1598,               65,               17,           17.285,          133.945
            1599,               65,               18,           21.740,          133.945
            1600,               65,               19,           26.032,          133.945
            1601,               65,               20,           30.325,          133.945
            1602,               66,                0,          -52.062,          138.238
            1603,               66,                1,          -47.770,          138.238
            1604,               66,                2,          -43.477,          138.238
            1605,               66,                3,          -39.022,          138.238
            1606,               66,                4,          -34.729,          138.238
            1607,               66,                5,          -30.437,          138.238
            1608,               66,                6,          -25.982,          138.238
            1609,               66,                7,          -21.689,          138.238
            1610,               66,                8,          -17.397,          138.238
            1611,               66,                9,          -12.941,          138.238
            1612,               66,               10,           -8.649,          138.238
            1613,               66,               11,           -4.356,          138.238
            1614,               66,               12,            0.099,          138.238
            1615,               66,               13,            4.392,          138.238
            1616,               66,               14,            8.684,          138.238
            1617,               66,               15,           13.139,          138.238
            1618,               66,               16,           17.432,          138.238
            1619,               66,               17,           21.725,          138.238
            1620,               67,                0,          -52.062,          142.530
            1621,               67,                1,          -47.770,          142.530
            1622,               67,                2,          -43.477,          142.530
            1623,               67,                3,          -39.022,          142.530
            1624,               67,                4,          -34.729,          142.530
            1625,               67,                5,          -30.437,          142.530
            1626,               67,                6,          -25.982,          142.530
            1627,               67,                7,          -21.689,          142.530
            1628,               67,                8,          -17.397,          142.530
            1629,               67,                9,          -12.941,          142.530
            1630,               67,               10,           -8.649,          142.530
            1631,               67,               11,           -4.356,          142.530
            1632,               67,               12,            0.099,          142.530
            1633,               67,               13,            4.392,          142.530
            1634,               67,               14,            8.684,          142.530
            1635,               67,               15,           13.139,          142.530
            1636,               67,               16,           17.432,          142.530
            1637,               67,               17,           21.725,          142.530
            1638,               68,                0,          -52.062,          146.823
            1639,               68,                1,          -47.770,          146.823
            1640,               68,                2,          -43.477,          146.823
            1641,               68,                3,          -39.022,          146.823
            1642,               68,                4,          -34.729,          146.823
            1643,               68,                5,          -30.437,          146.823
            1644,               68,                6,          -25.982,          146.823
            1645,               68,                7,          -21.689,          146.823
            1646,               68,                8,          -17.397,          146.823
            1647,               68,                9,          -12.941,          146.823
            1648,               68,               10,           -8.649,          146.823
            1649,               68,               11,           -4.356,          146.823
            1650,               68,               12,            0.099,          146.823
            1651,               68,               13,            4.392,          146.823
            1652,               68,               14,            8.684,          146.823
            1653,               68,               15,           13.139,          146.823
            1654,               68,               16,           17.432,          146.823
            1655,               68,               17,           21.725,          146.823
